,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,kelas
6234,P,HUK,G3,SMTA,PS,PSN,IPS1_M,IPS2_SM,IPK_SM-LTW
6235,P,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6239,L,HUK,G3,SMTA,PS,PNS,IPS1_KM,IPS2_SM,IPK_SM-LTW
6240,P,HUK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,IPK_SM-LLW
6241,P,HUK,G5,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6242,P,HUK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,IPK_CUM-LTW
6243,L,HUK,G7,SRJN,PS,PS,IPS1_SM,IPS2_KM,IPK_SM-LLW
6248,P,HUK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_SM,IPK_SM-LLW
6251,P,HUK,G2,SMP,BPN,LL,IPS1_M,IPS2_SM,IPK_CUM-LTW
6256,P,HUK,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,IPK_SM-LLW
6258,L,HUK,G2,SD,PDG,BPN,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6259,P,HUK,G2,SMP,LL,PDG,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6264,L,HUK,G2,SRJN,PSN,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6271,L,HUK,G3,SRJN,PDG,PDG,IPS1_KM,IPS2_M,IPK_SM-LLW
6274,L,HUK,G3,SRJN,PDG,PNS,IPS1_M,IPS2_M,IPK_SM-LTW
6275,P,HUK,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,IPK_SM-LTW
6287,P,HUK,G3,SMTA,PDG,PS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6289,P,HUK,G5,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
6291,L,HUK,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,IPK_SM-LLW
6292,L,HUK,G3,SRJN,GRD,BPN,IPS1_M,IPS2_SM,IPK_SM-LLW
6302,L,HUK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
6304,P,HUK,G2,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_SM-LLW
6312,P,HUK,G1,SMTA,LL,PS,IPS1_SM,IPS2_CUM,IPK_CUM-LLW
6315,P,HUK,G2,SMP,LL,PSN,IPS1_SM,IPS2_SM,IPK_SM-LTW
6317,P,HUK,G5,SRJN,PNS,PNS,IPS1_SM,IPS2_KM,IPK_SM-LLW
6321,P,HUK,G4,SMTA,PDG,PS,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6323,L,HUK,G4,LL,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
6324,L,HUK,G3,SD,PDG,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6329,P,HUK,G3,SRJN,GRD,BPN,IPS1_M,IPS2_SM,IPK_CUM-LTW
6331,L,HUK,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,IPK_CUM-LTW
6335,P,HUK,G4,SRJN,GRD,PSN,IPS1_M,IPS2_KM,IPK_M-LLW
6338,L,HUK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6340,P,HUK,G3,SRJN,PS,GRD,IPS1_SM,IPS2_CUM,IPK_SM-LTW
6341,P,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_M,IPK_SM-LLW
6342,P,HUK,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6344,P,HUK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6345,L,HUK,G6,SRJN,LL,PNS,IPS1_M,IPS2_M,IPK_SM-LLW
6347,P,HUK,G4,SRJN,GRD,PDG,IPS1_M,IPS2_SM,IPK_CUM-LTW
6352,P,HUK,G6,SRJN,PNS,GRD,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6354,P,HUK,G3,SMTA,LL,PDG,IPS1_M,IPS2_SM,IPK_SM-LTW
6355,P,HUK,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,IPK_SM-LLW
6356,P,HUK,G5,SRJN,GRD,PS,IPS1_M,IPS2_M,IPK_SM-LTW
6358,P,HUK,G2,SMP,LL,PDG,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6359,L,HUK,G6,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
6360,L,HUK,G3,SRJN,LL,PNS,IPS1_SM,IPS2_SM,IPK_SM-LTW
6362,P,HUK,G4,SMTA,LL,PS,IPS1_SM,IPS2_SM,IPK_SM-LTW
6364,L,HUK,G4,SMTA,PDG,GRD,IPS1_M,IPS2_M,IPK_SM-LTW
6376,P,HUK,G6,SRJN,GRD,ABRI,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
6377,P,HUK,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,IPK_SM-LTW
6378,L,HUK,G5,SRJN,PDG,GRD,IPS1_KM,IPS2_M,IPK_SM-LLW
6380,P,HUK,G5,SMTA,PDG,PDG,IPS1_M,IPS2_SM,IPK_SM-LLW
6384,P,HUK,G6,SMTA,PDG,PDG,IPS1_M,IPS2_M,IPK_SM-LLW
6387,P,HUK,G4,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
6388,P,HUK,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
