,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
222,P,AKU,G1,SD,BPN,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
223,P,AKU,G4,SMP,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
224,P,AKU,G3,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
225,P,AKU,G4,SRJN,LL,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
226,P,AKU,G5,SRJN,PNS,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
227,L,AKU,G5,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
228,L,AKU,G4,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
229,L,AKU,G7,SRJN,LL,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
230,L,AKU,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_SM
231,P,AKU,G3,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
232,L,AKU,G5,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_M
233,L,AKU,G2,SMTA,LL,PSN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_SM
234,P,AKU,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_SM
235,L,AKU,G6,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
236,P,AKU,G5,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
237,L,AKU,G4,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
238,L,AKU,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
239,P,AKU,G3,SD,BPN,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
240,L,AKU,G5,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
241,P,AKU,G3,SMP,BPN,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
242,P,AKU,G4,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
243,P,AKU,G3,SRJN,PNS,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
244,L,AKU,G5,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
245,L,AKU,G3,SMP,LL,PSN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_M,IPK_SM
246,P,AKU,G2,SMP,LL,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
247,P,AKU,G4,SRJN,PNS,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
248,L,AKU,G3,LL,GRD,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
249,L,AKU,G3,SMTA,PS,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
250,P,AKU,G1,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
251,P,AKU,G3,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
252,P,AKU,G2,LL,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
253,P,AKU,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
254,P,AKU,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
255,L,AKU,G4,SMTA,PDG,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
256,P,AKU,G3,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
257,L,AKU,G5,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
258,P,AKU,G1,SMP,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
259,L,AKU,G6,SRJN,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
260,P,AKU,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
261,P,AKU,G4,SRJN,PDG,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
262,P,AKU,G4,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
263,L,AKU,G4,SRJN,PS,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
264,L,AKU,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
265,P,AKU,G3,SRJN,PSN,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
266,P,AKU,G4,SMP,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
267,P,AKU,G4,SMP,PDG,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
268,P,AKU,G4,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
269,P,AKU,G2,SMP,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
270,L,AKU,G4,SMTA,LL,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
271,L,AKU,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
272,L,AKU,G5,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
273,L,AKU,G2,SMTA,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
274,L,AKU,G1,SMTA,LL,PSN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
275,L,AKU,G4,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
276,L,AKU,G7,SRJN,PDG,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
277,L,AKU,G7,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
278,P,AKU,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
279,L,AKU,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
280,L,AKU,G4,SMTA,PS,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
281,P,AKU,G6,LL,PNS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
282,P,AKU,G3,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
283,P,AKU,G3,SMP,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
284,P,AKU,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
285,P,AKU,G6,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
286,P,AKU,G4,SRJN,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
287,L,AKU,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
288,L,AKU,G3,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
289,L,AKU,G3,SRJN,GRD,LL,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
290,P,AKU,G4,SMTA,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
291,P,AKU,G2,SMP,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
292,P,AKU,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
293,P,AKU,G5,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
294,L,AKU,G7,SMTA,LL,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
295,L,AKU,G4,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
296,L,AKU,G4,SRJN,LL,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_SM
297,L,AKU,G5,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
298,P,AKU,G4,SRJN,GRD,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
299,L,AKU,G5,SRJN,GRD,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
300,P,AKU,G3,SMTA,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
301,P,AKU,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
302,L,AKU,G4,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
303,L,AKU,G3,SMP,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
304,P,AKU,G3,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
305,L,AKU,G1,SD,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
306,L,AKU,G3,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
307,L,AKU,G7,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
308,L,AKU,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_KM,IPK_SM
309,P,AKU,G4,LL,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
310,L,AKU,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
311,P,AKU,G4,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
312,L,AKU,G2,SMP,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
313,P,AKU,G2,LL,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
314,L,AKU,G3,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
315,P,AKU,G2,SMP,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
316,L,AKU,G3,SRJN,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
317,L,AKU,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
318,P,AKU,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
319,L,AKU,G4,SRJN,PDG,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
320,P,AKU,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
321,P,AKU,G6,SMTA,PSN,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
322,P,AKU,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
323,P,AKU,G2,SD,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
324,L,AKU,G4,SRJN,PS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
325,P,AKU,G4,SRJN,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
326,L,AKU,G2,LL,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
327,P,AKU,G3,SMP,LL,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
328,L,AKU,G7,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
329,P,AKU,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
330,L,AKU,G3,SRJN,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
331,P,AKU,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
332,P,AKU,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
333,P,AKU,G5,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
334,P,AKU,G7,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
335,L,AKU,G4,SMP,PDG,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_SM
336,P,AKU,G4,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
337,P,AKU,G1,SD,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
338,P,AKU,G3,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_KM,IPK_SM
339,P,AKU,G1,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
340,P,AKU,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
341,L,AKU,G4,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
342,P,AKU,G3,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
343,L,AKU,G1,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
344,P,AKU,G5,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
345,P,AKU,G4,SRJN,GRD,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
346,P,AKU,G2,SD,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
347,P,AKU,G4,SMTA,PS,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
348,L,AKU,G5,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
349,P,EKO,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
350,L,EKO,G3,SMP,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
351,P,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
352,P,EKO,G3,SMTA,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
353,P,EKO,G3,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
354,P,EKO,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
355,P,EKO,G5,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
356,P,EKO,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
357,P,EKO,G4,SMTA,LL,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
358,P,EKO,G5,SRJN,PDG,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
359,L,EKO,G1,SMP,LL,BPN,SKS1_SB,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
360,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
361,L,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
362,P,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
363,P,EKO,G3,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
364,L,EKO,G4,SRJN,PNS,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
365,P,EKO,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
366,L,EKO,G1,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
367,P,EKO,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
368,L,EKO,G3,SMTA,LL,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
369,L,EKO,G3,SMTA,BPN,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
370,P,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
371,P,EKO,G3,SRJN,PS,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
372,P,EKO,G3,SMTA,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
373,L,EKO,G6,SRJN,PNS,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
374,L,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
375,P,EKO,G2,SD,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
376,L,EKO,G1,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
377,P,EKO,G2,SD,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
378,P,EKO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
379,P,EKO,G3,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
380,L,EKO,G3,SMTA,PSN,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
381,P,EKO,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
382,P,EKO,G3,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
383,L,EKO,G2,LL,BPN,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
384,L,EKO,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
385,P,EKO,G3,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
386,L,EKO,G3,SRJN,LL,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
387,P,EKO,G3,SMTA,GRD,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
388,P,EKO,G4,SRJN,PDG,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
389,L,EKO,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
390,L,EKO,G2,SD,BPN,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
391,L,EKO,G2,SD,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
392,P,EKO,G2,SD,PDG,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
393,P,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
394,P,EKO,G3,SMTA,PS,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_CUM
395,L,EKO,G2,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
396,P,EKO,G4,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
397,L,EKO,G2,LL,LL,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
398,P,EKO,G1,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
399,P,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
400,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
401,L,EKO,G3,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_M,IPK_SM
402,P,EKO,G2,SRJN,PNS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
403,L,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
404,P,EKO,G3,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
405,L,EKO,G2,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
406,L,EKO,G3,SD,PDG,GRD,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
407,P,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
408,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_SM,IPK_KM
409,P,EKO,G2,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
410,P,EKO,G3,SD,PDG,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
411,L,EKO,G2,SMTA,PS,PS,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
412,L,EKO,G2,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_KM,IPK_SM
413,P,EKO,G2,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
414,L,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_KM
415,P,EKO,G3,SMTA,PSN,PSN,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
416,L,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_KM
417,L,EKO,G2,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
418,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
419,L,EKO,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_KM,IPK_KM
420,L,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
421,P,EKO,G4,SD,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
422,P,EKO,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
423,P,EKO,G2,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_M,IPK_KM
424,P,EKO,G2,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
425,P,EKO,G4,SD,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
426,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
427,L,EKO,G5,SRJN,GRD,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
428,P,EKO,G3,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
429,L,EKO,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
430,L,EKO,G5,SMTA,PS,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
431,L,EKO,G3,SMTA,PSN,PSN,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
432,P,EKO,G4,SRJN,PS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
433,L,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
434,L,EKO,G2,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
435,L,EKO,G3,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
436,P,EKO,G3,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
437,P,EKO,G3,SD,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
438,P,EKO,G3,SMTA,PDG,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
439,L,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
440,L,EKO,G3,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
441,L,EKO,G4,LL,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_SM
442,L,EKO,G2,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_SM
443,P,EKO,G7,SRJN,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
444,L,EKO,G5,SRJN,PDG,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
445,L,EKO,G4,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
