,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
922,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
923,P,KOM,G1,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
924,P,KOM,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
925,P,KOM,G2,SD,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
926,P,KOM,G5,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
927,P,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
928,P,KOM,G4,SMTA,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
929,L,KOM,G4,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
930,P,KOM,G3,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
931,P,KOM,G4,SRJN,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
932,P,KOM,G4,SMTA,PDG,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_M
933,P,KOM,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
934,P,KOM,G2,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
935,P,KOM,G6,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
936,P,KOM,G4,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
937,P,KOM,G3,SD,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
938,P,KOM,G5,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_M,IPK_SM
939,P,KOM,G4,SMP,LL,PNS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_KM
940,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
941,L,KOM,G2,SRJN,PS,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
942,L,KOM,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
943,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
944,P,KOM,G3,SMTA,PNS,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
945,P,KOM,G3,SMTA,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
946,L,KOM,G1,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_SM
947,P,KOM,G1,SMP,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
948,P,KOM,G3,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
949,P,KOM,G5,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
950,P,KOM,G1,SMTA,PDG,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
951,L,KOM,G1,LL,PDG,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
952,P,KOM,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
953,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
954,P,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
955,P,KOM,G2,SMP,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
956,P,KOM,G4,SMP,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
957,P,KOM,G5,SRJN,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
958,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
959,P,KOM,G7,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
960,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
961,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
962,P,KOM,G3,SRJN,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
963,L,KOM,G4,SMTA,PS,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
964,L,KOM,G7,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
965,L,KOM,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
966,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
967,P,KOM,G4,SRJN,LL,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
968,L,KOM,G5,SRJN,PNS,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
969,L,KOM,G7,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
970,P,KOM,G3,SD,LL,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
971,P,KOM,G4,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
972,L,KOM,G4,SRJN,PSN,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_KM,IPK_SM
973,L,KOM,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
974,P,KOM,G3,SMTA,PNS,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
975,L,KOM,G7,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
976,P,KOM,G2,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
977,P,KOM,G3,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
978,P,KOM,G2,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
979,L,KOM,G3,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_M,IPK_SM
980,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
981,L,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
982,P,KOM,G4,SRJN,PS,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
983,P,KOM,G3,SMP,LL,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
984,P,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
985,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
986,P,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
987,L,KOM,G2,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
988,P,KOM,G3,SRJN,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
989,P,KOM,G3,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
990,P,KOM,G4,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
991,P,KOM,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
992,P,KOM,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
993,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
994,P,KOM,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
995,P,KOM,G5,SRJN,PS,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
996,L,HUK,G3,SMTA,PSN,GRD,SKS1_B,SKS2_K,IPS1_KM,IPS2_KM,IPK_KM
997,P,HUK,G1,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_KM,IPS2_KM,IPK_KM
998,P,HUK,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_SM
999,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1000,P,HUK,G5,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
1001,P,HUK,G4,SRJN,PS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
1002,P,HUK,G3,SRJN,PDG,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
1003,L,HUK,G4,SRJN,PDG,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_M,IPK_SM
1004,P,HUK,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_SB,IPS1_KM,IPS2_SM,IPK_SM
1005,L,HUK,G3,SRJN,LL,PSN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1006,L,HUK,G3,SMP,LL,GRD,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
1007,L,HUK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
1008,L,HUK,G3,SRJN,BPN,PSN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_M,IPK_SM
1009,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,IPK_M
1010,P,HUK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1011,P,HUK,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1012,L,HUK,G3,SRJN,GRD,PSN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1013,P,HUK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
1014,L,HUK,G3,SRJN,PNS,PNS,SKS1_B,SKS2_C,IPS1_KM,IPS2_M,IPK_SM
1015,L,HUK,G3,SMTA,PNS,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1016,P,HUK,G4,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
1017,P,HUK,G3,SMTA,LL,GRD,SKS1_K,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1018,P,HUK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1019,L,HUK,G4,SMP,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1020,L,HUK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1021,P,HUK,G3,SRJN,PS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
1022,P,HUK,G2,SMTA,PSN,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
1023,P,HUK,G1,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1024,P,HUK,G4,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
1025,L,HUK,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_CUM,IPK_SM
1026,P,HUK,G2,SD,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
1027,L,HUK,G2,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1028,P,HUK,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
1029,P,HUK,G2,SMP,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
1030,P,HUK,G3,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
1031,L,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
1032,P,HUK,G3,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
1033,L,HUK,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1034,L,HUK,G4,SMTA,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1035,L,HUK,G3,SRJN,PSN,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1036,P,HUK,G7,SRJN,PS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
1037,P,HUK,G2,SD,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
1038,P,HUK,G4,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1039,P,HUK,G1,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
1040,P,HUK,G4,SMTA,LL,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
1041,P,HUK,G2,SRJN,PDG,PDG,SKS1_SB,SKS2_K,IPS1_M,IPS2_M,IPK_M
1042,P,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1043,P,HUK,G3,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
1044,P,HUK,G2,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_SM,IPK_KM
1045,L,HUK,G2,LL,PDG,LL,SKS1_C,SKS2_K,IPS1_KM,IPS2_KM,IPK_M
1046,P,HUK,G2,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1047,P,HUK,G2,SMP,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1048,L,HUK,G3,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
1049,L,HUK,G6,SRJN,PNS,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
1050,P,HUK,G4,SMTA,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1051,L,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
1052,L,HUK,G3,SMTA,PNS,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_CUM
1053,P,HUK,G5,SMTA,GRD,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
1054,L,HUK,G1,SRJN,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1055,L,HUK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1056,P,HUK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1057,P,HUK,G4,SRJN,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
1058,L,HUK,G3,SRJN,GRD,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
1059,L,HUK,G7,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
1060,L,HUK,G4,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1061,P,HUK,G1,SMP,BPN,BPN,SKS1_SB,SKS2_K,IPS1_KM,IPS2_KM,IPK_SM
1062,P,HUK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1063,L,HUK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1064,P,HUK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1065,P,HUK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1066,P,HUK,G3,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
1067,L,HUK,G2,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1068,L,HUK,G5,SMTA,GRD,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
1069,P,HUK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1070,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1071,P,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,IPK_SM
1072,L,HUK,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_K,IPS1_M,IPS2_M,IPK_SM
1073,L,HUK,G4,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
1074,P,HUK,G2,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_CUM
1075,P,HUK,G3,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
1076,P,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_SM,IPK_CUM
1077,P,HUK,G5,SRJN,PNS,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,IPK_SM
1078,L,HUK,G3,SD,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
1079,P,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
1080,L,HUK,G3,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1081,P,HUK,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1082,P,HUK,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_CUM
1083,L,HUK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
1084,L,HUK,G4,SRJN,PNS,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1085,L,HUK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1086,L,HUK,G3,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1087,L,HUK,G6,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1088,L,HUK,G1,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
1089,L,HUK,G4,SRJN,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
1090,L,HUK,G3,LL,PDG,LL,SKS1_C,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
1091,L,HUK,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
1092,L,HUK,G1,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
1093,P,HUK,G2,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
1094,L,HUK,G3,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1095,L,HUK,G1,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1096,L,HUK,G2,SMTA,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
1097,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1098,P,HUK,G4,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1099,P,HUK,G6,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1100,L,HUK,G3,SMTA,PNS,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
1101,P,HUK,G3,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_CUM
1102,P,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
1103,L,HUK,G4,SRJN,GRD,PSN,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
1104,L,HUK,G3,SMTA,LL,PSN,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1105,L,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1106,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1107,L,HUK,G2,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1108,P,HUK,G4,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
1109,P,HUK,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1110,L,HUK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1111,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1112,P,HUK,G2,SMP,LL,PS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
1113,P,HUK,G3,SRJN,LL,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
1114,P,HUK,G3,SMTA,PDG,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1115,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
1116,L,HUK,G4,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
1117,L,HUK,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
1118,P,HUK,G2,SMTA,PNS,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1119,L,HUK,G1,SD,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1120,P,HUK,G5,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
1121,P,HUK,G2,SD,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,IPK_SM
1122,L,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
1123,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1124,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1125,P,HUK,G2,SMTA,GRD,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1126,L,HUK,G3,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
1127,L,HUK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
1128,L,HUK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1129,P,HUK,G1,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,IPK_CUM
1130,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,IPK_SM
1131,L,HUK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1132,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_K,IPS1_M,IPS2_KM,IPK_SM
1133,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1134,L,HUK,G4,SRJN,PS,PS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
1135,P,HUK,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
1136,L,HUK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
1137,P,HUK,G3,SMTA,PS,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_CUM
1138,P,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,IPK_SM
1139,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
1140,L,HUK,G4,SRJN,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_M,IPK_SM
1141,L,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1142,P,HUK,G3,SMTA,PDG,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
1143,P,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
1144,P,HUK,G1,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
1145,P,HUK,G2,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
1146,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
