,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,STATUS_LULUS
727,L,KOM,G3,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
728,P,KOM,G3,SRJN,PNS,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
729,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_KM,LLW_1
730,L,KOM,G2,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_2
731,P,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
732,P,KOM,G4,SRJN,PDG,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_2
733,P,KOM,G2,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
734,P,KOM,G3,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
735,L,KOM,G4,SRJN,GRD,LL,SKS1_SB,SKS2_SB,IPS1_M,IPS2_M,LLW_1
736,L,KOM,G1,SRJN,PDG,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
737,P,KOM,G2,SD,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
738,P,KOM,G3,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
739,P,KOM,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
740,P,KOM,G3,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
741,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
742,L,KOM,G3,SRJN,GRD,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
743,P,KOM,G5,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
744,P,KOM,G4,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
745,P,KOM,G4,SRJN,PNS,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
746,P,KOM,G4,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LLW_2
747,P,KOM,G5,SMTA,PS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
748,L,KOM,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LLW_2
749,P,KOM,G3,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
750,P,KOM,G5,SRJN,PNS,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_2
751,L,KOM,G3,SRJN,PS,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_2
752,P,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
753,P,KOM,G3,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_M,LLW_2
754,P,KOM,G3,SRJN,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_2
755,L,KOM,G5,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
756,P,KOM,G3,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_M,LLW_2
757,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
758,L,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
759,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
760,P,KOM,G4,SRJN,PNS,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LTW
761,P,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
762,P,KOM,G7,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
763,L,KOM,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
764,P,KOM,G3,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
765,P,KOM,G5,SRJN,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
766,P,KOM,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
767,P,KOM,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
768,P,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_2
769,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
770,L,KOM,G2,SMTA,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
771,P,KOM,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
772,L,KOM,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_1
773,L,KOM,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
774,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
775,L,KOM,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
776,P,KOM,G2,SRJN,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
777,L,KOM,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_C,IPS1_KM,IPS2_SM,LLW_2
778,P,KOM,G4,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
779,L,KOM,G6,SRJN,LL,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_1
780,P,KOM,G2,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
781,P,KOM,G3,SMP,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
782,L,KOM,G2,SMTA,GRD,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
783,P,KOM,G5,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
784,P,KOM,G3,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
785,L,KOM,G2,SD,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
786,P,KOM,G3,SRJN,PNS,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
787,L,KOM,G3,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
788,P,KOM,G3,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
789,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LTW
790,P,KOM,G2,SMTA,PS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
791,P,KOM,G4,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
792,L,KOM,G3,LL,PSN,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
793,L,KOM,G7,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
794,P,KOM,G2,LL,PDG,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LTW
795,P,KOM,G4,SRJN,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
796,P,KOM,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_1
797,L,KOM,G2,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
798,P,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
799,L,KOM,G5,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_1
800,L,KOM,G5,SRJN,GRD,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_2
801,P,KOM,G6,SRJN,PDG,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
802,P,KOM,G4,SRJN,PNS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
803,L,KOM,G5,SRJN,PDG,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
804,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_2
805,P,KOM,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
806,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
807,L,KOM,G3,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
808,P,KOM,G7,SRJN,PS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,LLW_2
809,L,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
810,L,KOM,G4,SMTA,PDG,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
811,P,KOM,G4,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
812,P,KOM,G1,SD,PDG,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
813,P,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
814,P,KOM,G2,SMP,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
815,P,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
816,L,KOM,G3,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
817,P,KOM,G2,SRJN,PDG,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_1
818,P,KOM,G3,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
819,L,KOM,G7,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
820,P,KOM,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
821,P,KOM,G3,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
822,P,KOM,G3,SRJN,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LTW
823,P,KOM,G3,SRJN,PSN,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
824,P,KOM,G4,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
825,P,KOM,G3,SRJN,PNS,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
826,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
827,L,KOM,G2,SMTA,PDG,BPN,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,LLW_2
828,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
829,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
830,P,KOM,G3,SMTA,PS,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LLW_2
831,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
832,P,KOM,G3,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
833,L,KOM,G5,SMP,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
834,P,KOM,G4,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
835,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
836,L,KOM,G3,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
837,P,KOM,G3,SMTA,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
838,P,KOM,G4,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_CUM,LLW_1
839,P,KOM,G6,SD,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
840,P,KOM,G3,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
841,L,KOM,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
842,L,KOM,G4,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_2
843,P,KOM,G3,SRJN,PSN,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
844,P,KOM,G3,SMTA,PNS,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LTW
845,P,KOM,G3,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_1
846,P,KOM,G6,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
847,P,KOM,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_2
848,L,KOM,G3,SMTA,PS,PDG,SKS1_SB,SKS2_SB,IPS1_KM,IPS2_M,LLW_1
849,P,KOM,G4,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
850,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
851,L,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_2
852,L,KOM,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_2
853,P,KOM,G2,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
854,P,KOM,G4,SD,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
855,P,KOM,G3,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
856,P,KOM,G7,SRJN,PS,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_2
857,P,KOM,G2,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
858,P,KOM,G3,SD,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
859,P,KOM,G2,SD,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
860,P,KOM,G3,SRJN,PNS,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
861,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
862,P,KOM,G3,SRJN,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
863,P,KOM,G5,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
864,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
865,P,KOM,G3,SRJN,PS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
866,P,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
867,L,KOM,G5,SRJN,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LTW
868,L,KOM,G3,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
869,P,KOM,G5,SMP,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
870,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
871,P,KOM,G7,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,LTW
872,P,KOM,G2,SMP,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
873,P,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
874,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
875,L,KOM,G4,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
876,P,KOM,G4,SMTA,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
877,P,KOM,G7,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_2
878,P,KOM,G4,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
879,P,KOM,G2,SRJN,LL,BPN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_1
880,L,KOM,G3,SMTA,PNS,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_2
881,L,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
882,L,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
883,L,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
884,L,KOM,G3,SD,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
885,L,KOM,G5,SRJN,PSN,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_1
886,L,KOM,G5,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_M,LLW_1
887,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
888,P,KOM,G3,SMTA,PNS,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
889,P,KOM,G4,SMTA,PNS,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
890,P,KOM,G2,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
891,P,KOM,G4,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
892,L,KOM,G4,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
893,L,KOM,G7,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
894,L,KOM,G4,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_1
895,L,KOM,G7,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_1
896,P,KOM,G4,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
897,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
898,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
899,P,KOM,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
900,P,KOM,G2,SD,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
901,P,KOM,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
902,P,KOM,G5,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LLW_1
903,P,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
904,P,KOM,G4,SMTA,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
905,L,KOM,G4,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
906,P,KOM,G4,SRJN,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
907,P,KOM,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
908,P,KOM,G4,SMTA,PDG,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LTW
909,P,KOM,G6,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
910,P,KOM,G3,SD,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
911,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
912,L,KOM,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
913,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
914,P,KOM,G3,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
915,P,KOM,G3,SMTA,PNS,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
916,P,KOM,G3,SMTA,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
917,L,KOM,G1,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LLW_1
918,P,KOM,G1,SMP,LL,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
919,P,KOM,G3,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
920,P,KOM,G5,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
921,P,KOM,G1,SMTA,PDG,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
922,P,KOM,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LLW_1
923,P,KOM,G3,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
924,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
925,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
926,P,KOM,G5,SRJN,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
927,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
928,P,KOM,G7,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
929,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
930,P,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
931,L,KOM,G4,SMTA,PS,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LC
932,P,KOM,G3,SD,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
933,L,KOM,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
934,P,KOM,G4,SRJN,LL,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LTW
935,L,KOM,G5,SRJN,PNS,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
936,L,KOM,G7,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
937,P,KOM,G5,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
938,L,KOM,G2,SRJN,PS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
939,P,KOM,G3,SD,LL,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_1
940,P,KOM,G4,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
941,L,KOM,G4,SRJN,PSN,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_KM,LLW_1
942,P,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
943,L,KOM,G7,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
944,P,KOM,G2,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
945,P,KOM,G3,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
946,L,KOM,G3,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_M,LLW_1
947,P,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
948,P,KOM,G4,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
949,L,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
950,P,KOM,G3,SMP,LL,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
951,P,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
952,P,KOM,G3,SMTA,PS,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_1
953,L,KOM,G5,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
954,P,KOM,G3,SRJN,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
955,P,KOM,G5,SRJN,PS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
956,P,KOM,G4,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
